Breaking news: Our Cosmic Visitor Huge Asteroid 2014 JO25	Son dakika: Kozmik Ziyaretçimiz Dev Asteroit 2014 JO25
With two non-surgical options for pilonidal sinus, patients are able to return their normal social and work life in short period of time.	Kıl dönmesi hastalığının bu iki ameliyatsız yöntemi sayesinde hastalar, daha kısa sürede sosyal ve iş hayatlarına dönebiliyor.
While noting that being overweight, having a sedentary lifestyle, working seated for long periods of time, having dense hair and body hair, and not following the basic rules of hygiene each lead to pilonidal sinus, Dr. Mert Atak said the symptoms of the disease include sacral pain, infection, abscesses and swelling.	Aşırı kilo, hareketsiz yaşam, uzun süreli oturarak iş yapma, yoğun saç ve vücut kılı ile hijyen kurallarına uymamanın kıl dönmesine sebep olduğunu belirten Dr. Mert Atak, hastalığın belirtileri arasında kuyruk sokumunda ağrı, enfeksiyon, apse ve şişlik gibi rahatsızlıkların bulunduğunu belitti.
Italy toughens tone on NGO migrant rescue boats	İtalya STK'ların göçmen kurtarma botlarına olan yaklaşımını sertleştiriyor
Italy has warned NGOs operating migrant rescue boats in the Mediterranean they will not be allowed to continue if they do not sign up to new rules governing their operations.	İtalya, Akdeniz'de göçmen kurtarma botu işleten STK'ları, eğer operasyonlarını etkileyen yeni kurallara uymazlarsa devam etmelerine izin verilmeyeceği konusunda uyardı.
"If NGOs do not sign up to a new code of conduct, it is difficult to see how they can continue operating," Interior Minister Marco Minniti said in an interview with Turin daily La Stampa.	İçişleri Bakanı Marco Minniti, Torino gazetesi La Stampa'ya verdiği röportajda, "Eğer STK'lar yeni tüzüğe uymazlarsa, onların faaliyet göstermeye devam ettiklerini görmek zor olacak." dedi.
Minniti's warning came a day after Italian authorities impounded a boat operated by German aid organisatiion Jugend Rettet on suspicion its crew effectively collaborated with people traffickers in a way that facilitated illegal immigration.	Minniti'nin uyarısı, İtalya otoritelerinin, Alman yardım kuruluşu Jugend Rettet tarafından işletilen bir tekneye, mürettebatının, yasal olmayan göçü kolaylaştıracak şekilde, insan kaçakçılarıyla etkin olarak işbirliği yaptığı şüphesiyle el koyulmasından bir gün sonra geldi.
The aid organisation, which has only been operational for a year, declined to comment on the substance of detailed allegations made against it by Italian prosecutor Ambrogio Cartosio.	Sadece bir yıldır etkin olan yardım kuruluşu, İtalyan savcı Ambrogio Cartosio tarafından kendilerine karşı yöneltilen ayrıntılı ithamların içeriği hakkında yorum yapmayı reddetti.
"For us the rescue of human life is and will be our top priority, so we are very sorry we will not be able to operate in the search and rescue zone at the moment," the organisation said in a statement on social media.	Kuruluş sosyal medyadaki bir açıklamasında şöyle söyledi: "Bizim için insan hayatının kurtarılması, en önemli önceliğimizdir ve öyle olacaktır, bu yüzden şu anda arama ve kurtarma bölgesinde çalışamayacağımız için çok üzgünüz."
"We can only assess all the accusations currently being made after we have gathered all the information and can assess the situation."	"Biz ancak, tüm bilgileri topladıktan ve durumun değerlendirmesini yapabildikten sonra şu anda yapılmakta olan suçlamaların değerlendirmesini yapabiliriz."
Italian authorities had been monitoring Jugend Rettet's boat, the Iuventa, since October.	İtalyan yetkililer Jugend Rettet'in teknesi Iuventa'yı ekim ayından beri izliyorlardı.
Its crew is suspected to taking on board dinghy loads of migrants delivered directly to them by people traffickers and allowing the smugglers to make off with the vessels to be used again.	Mürettebatın, onlara insan kaçakçıları tarafından direkt teslim edilen lastik botlar dolusu göçmeni tekneye aldığı ve kaçakçıların teknelerle, tekrar kullanılmak üzere kaçmalarına izin verdiğinden şüpheleniliyor.
At least one such meeting allegedly took place only 1.3 miles off the Libyan coast, according to the prosecutor's file, the contents of which were published by Italian media.	İçeriği İtalyan medyası tarafından yayımlanan savcının dosyalarına göre en azından böyle tek bir buluşma, iddiaya göre Libya sahilinin 1,3 mil açığında gerçekleşmiş.
The crew are suspected of having flouted the authority of the Italian coastguard, which oversees rescue operations in the zone, out of humanitarian zeal rather than for any other motives.	Mürettebat, başka bir amaçtan çok insani çaba nedeniyle bölgede kurtarma operasyonlarına nezaret eden İtalyan sahil güvenliğin otoritesini hiçe saymaktan zan altında.
Under the code of conduct, boats like the Iuventa would notably have to have an Italian police officer on board monitoring their activities.	Tüzüğe göre Iuventa gibi teknelerin güvertesinde açıkça onların aktivitelerini gözetleyen bir İtalyan polis memuru olması gerekiyordu.
Only three of the nine NGOs involved in search and rescue operations have so far agreed to abide by the code: Save The Children, Malta-based MOAS and Spain's Pro-Activa Open Arms.	Arama ve kurtarma operasyonlarında yer alan dokuz STK'dan yalnızca üç tanesi şimdiye kadar tüzüğe uymayı kabul etti: Save The Children, Malta merkezli MOAS ve İspanya'dan Pro-Activa Open Arms.
The latter said on Thursday it regarded the new rules as unnecessary but acceptable as they would not involve any "significant change or impediment" to its rescue operations.	Bunlardan sonuncusu salı günü, yeni kuralların gereksiz fakat kabul edilebilir olduğunu değerlendirdiğini çünkü kendi kurtarma operasyonlarında herhangi bir "ciddi değişiklik ya da engele" neden olmayacağını söyledi.
Among those who have refused to sign is the Nobel Prize-winning organisation Doctors Without Borders (MSF).	İmzalamayı reddedenler arasında Nobel Ödüllü örgüt Sınır Tanımayan Doktorlar (MSF) da bulunuyor.
Minniti meanwhile said a sharp fall over recent weeks in the number of migrants arriving in Italy following rescues was an indication that efforts to beef up the Libyan coastguard and cooperation with local mayors was bearing fruit.	Bu arada Minniti, geçen haftalardaki kurtarmaların ardından İtalya'ya gelen göçmenlerin sayısındaki keskin düşüşün, Libya sahil güvenliğini güçlendirme çabalarının ve yerel valilerle olan işbirliğinin meyve verdiğinin göstergesi olduğunu söyledi.
"In recent days we have begun to see light at the end of the tunnel," the minister said.	Bakan şöyle söyledi: "Son günlerde tünelin sonundaki ışığı görmeye başladık."
He revealed plans for further talks this month with Libyan mayors on economic development initiatives and with Chad, Niger and Mali on measures to reduce the number of migrants leaving those countries in the hope of reaching Europe.	Bu ay Libyalı valilerle, ekonomik gelişim inisiyatifleri hakkında daha fazla görüşme yapma ve Çad, Nijer ve Mali ile bu ülkeleri Avrupa'ya ulaşma umuduyla terk eden göçmenlerin sayısının azaltılması için önlem alma konularındaki planlarını açıkladı.
Last minute fist!	Son dakika yumruğu!
As every year, during the "paratrooper units day" celebrations held in Russia’s capital, Moscow, participants ate watermelon and drank vodka.	Rusya'nın başkenti Moskova'da "paraşütçü birlikleri günü" kutlamalarında her yıl olduğu gibi karpuz yendi votka içildi.
Joining the event and having drunk an excessive amount of alcohol, a Russian participant attacked the Russian NTV’s correspondent Nikita Razvozjayev who was broadcasting live.	Etkinliğe katılan ve alkolü fazla kaçıran bir Rus Gorki Parkı'nda canlı yayın yapan Rus NTV televizyonu muhabiri Nikita Razvozjayev'e saldırdı.
Relaying the day’s developments in a live broadcast, the correspondent warned the man who was shouting "We will invade Ukraine" saying "Please keep quiet".	Canlı yayında günün gelişmelerini aktaran muhabir, bir anda beliren ve küfrederek "Ukrayna'yı zapt edeceğiz". diye bağıran adamı "Lütfen susun" diye uyardı.
Reported to be a former paratrooper, the drunken man punched the correspondent with a hard fist.	Eski paraşütçü olduğu belirtilen sarhoş adam, muhabirin uyarısı üzerine ona sert bir yumruk attı.
Stumbling from the punch, she tried to get away from the man.	Aldığı yumruk darbesiyle afallayan muhabir, adamdan uzaklaşmaya çalıştı.
Millions of people watched the moment in shock.	Şok anını milyonlarca kişi canlı yayında izledi.
The Economy Coordination Board’s meeting was held	Ekonomi Koordinasyon Kurulu toplandı
The Economy Coordination Board (EKK) meeting was held under the chairmanship of Deputy Prime Minister Mehmet Simsek, who is in charge of the economy.	Ekonomi Koordinasyon Kurulu (EKK), ekonomiden sorumlu Başbakan Yardımcısı Mehmet Şimşek başkanlığında toplandı.
Following the cabinet changes made by the government, the first session of the EKK met under Simsek at 18:30 in Cankaya Mansion.	Hükümette yapılan kabine değişikliğinin ardından Şimşek başkanlığında ilk kez yapılan EKK toplantısı Çankaya Köşkü'nde saat 18.30'da başladı.
Turkey’s macroeconomic outlook was to be discussed during the meeting.	Toplantıda Türkiye'nin makroekonomik görünümü ele alınacak.
The meeting, under Simsek’s lead, was attended by the Minister for the Economy Mr Naci Agbal, the Minister for Science, Industry and Technology Mr Faruk Ozlu, the Minister for Labour and Social Security Mr Julide Sarieroglu, the Minister of Customs and Trade Mr Bulent Tufenkci, the Minister of Development Mr Lutfi Elvan, the Treasury Undersecretary Mr Osman Celik, the Chairman of the Central Bank Mr Murat Cetinkaya, and other related bureaucrats.	Şimşek başkanlığındaki toplantıya, Maliye Bakanı Naci Ağbal, Bilim, Sanayi ve Teknoloji Bakanı Faruk Özlü, Çalışma ve Sosyal Güvenlik Bakanı Jülide Sarıeroğlu, Gümrük ve Ticaret Bakanı Bülent Tüfenkci, Kalkınma Bakanı Lütfi Elvan, Hazine Müsteşarı Osman Çelik, Merkez Bankası Başkanı Murat Çetinkaya ve ilgili bürokratlar katıldı.
Get rid of a herniated disc in 45 minutes	Bel fıtığından 45 dakikada kurtulmak mümkün
Stressing that only 5% of patients with a herniated disc need to have surgery, Assoc. Prof. Dr. Oguz Karaeminogullari said "Depending on the results of the examination and the imaging, the first step is rest and medication".	Bel fıtığı tedavisinde hastaların sadece yüzde 5'inin ameliyat edilmesi gerektiğine dikkat çeken Doç. Dr. Oğuz Karaeminoğulları, "Hastanın muayene ve görüntüleme sonuçlarına göre ilk adım istirahat ve ilaç tedavisidir" diyor.
Underlining the fact that, especially in those groups of patient in which pains continue, invasive methods (such as epidural injections, radio frequency techniques, in-disc invasive methods) would be utilized, Oguz Karaeminogullari reiterated that "If there is no success with any of these methods, and if numbness in the legs and weakness is becoming more obvious, then surgery will become necessary".	Özelikle ağrıların devam ettiği hasta grubunda girişimsel yöntemlerin (epidural enjeksiyon, radyofrekans teknikleri, disk içi girişimler gibi) denenmesi gerektiğini belirten Oğuz Karaeminoğulları, "Tüm bu yöntemlerden eğer başarı elde edilemiyorsa, bacaklardaki uyuşukluk ve güçsüzlük belirginleşiyorsa, o zaman ameliyat zorunlu hale gelir" uyarısında bulunuyor.
Pointing out that today’s risk minimizing ’fully closed herniated disc surgery’ offers an opportunity to reduce the worries of those patients who had had no success with invasive methods, Mr Karaeminogullari explained how a herniated disc can be fixed in 45 minutes:	Karaeminoğulları, günümüzde riski en aza indiren 'tam kapalı bel fıtığı ameliyatının' girişimsel yöntemlerle sonuç alınamayan hastaların ameliyat konusundaki çekincelerinin azalmasına da olanak sağladığını ifade ederek, bel fıtığı hastalığından 45 dakikada kurtulmanın mümkün olduğunu şöyle anlatıyor:
Although microscopic surgery ensures better results compared to open surgery, there might be some complications such as a longer recuperation period, issues with bonding with the spinal cord, repeated herniated disc condition, a sliding of the waist vertebra, or infection.	Mikroskopik cerrahi ile açık cerrahiye oranla oldukça iyi sonuçlar alınsa da, operasyon sonrasında uzun iyileşme dönemi, omuriliğe yapışıklıklar, fıtığın tekrarlaması ve ileride gelişebilecek bel kayması ve enfeksiyon gibi bazı komplikasyonlarla karşılaşılabilir.
Most of the time, microscopic surgery is defined as ‘closed surgery’, but microscopic surgery has same approach as open surgery.	Çoğu zaman mikroskopik cerrahi, 'kapalı ameliyat' olarak tanımlanıyor ancak mikroskopik cerrahi de, açık cerrahi ile aynı yaklaşımla uygulanıyor.
In fully closed herniated disc surgery, however, those risks are absent because the surrounding tissues are protected.	Tam kapalı bel fıtığı ameliyatında ise çevre dokular korunduğu için bu riskler ortadan kalkıyor.
Full closed herniated disc surgery takes only 45 minutes.	Tam kapalı bel fıtığı ameliyatı sadece 45 dakika sürüyor.
The special commission at work	Özel komisyon işbaşında
The commission will hold a hearing into the CHP MPs Mehmet Gokdag, Cemal Okan Yuksel, Baris Yarkadas and into the High Disciplinary Board Member Turan Aydogan.	Komisyonda CHP milletvekilleri Mehmet Gökdağ, Cemal Okan Yüksel, Barış Yarkadaş ve Yüksek Disiplin Kurulu Üyesi Turan Aydoğan yer alacak.
The Commission will follow the hearings into Berberoglu	Komisyon, Berberoğlu'nun 4 Ekim'de İstanbul 14.
that will take place on October 4th at the Istanbul 14th High Court, and the applications made to the Provincial High Court and the Court of Appeal.	Ağır Ceza Mahkemesi'ndeki duruşması ile Anayasa Mahkemesi ve Bölge İstinaf Mahkemesi'ne yapılan başvuruları da takip edecek.
In the assignment letter signed by CHP Secretary General Kamil Okyay Sindir and Vice Chairman Bulent Tezcan, "The independency and impartiality of the judiciary, that they not receive orders from anywhere other than from the law, is an indispensable prerequisite for justice."	CHP Genel Sekreteri Kamil Okyay Sındır ve Genel Başkan Yardımcısı Bülent Tezcan imzasının yer aldığı görevlendirme yazısında, "Yargının bağımsız ve tarafsız olması, hukuk dışında hiçbir yerden emir almaması adaletin vazgeçilmez koşuludur."
It was noted that "Our MP Mr Enis Berberoglu has not requested any special status while holding his parliamentary post, has not sought refuge under the immunity that his status as an MP provided, and has wanted to preserve his belief in the independence and impartiality of the judiciary".	"Milletvekilimiz Sayın Enis Berberoğlu milletvekilliği görevini yaparken hiçbir özel statü talep etmemiş, milletvekilliğinin tanıdığı dokunulmazlık zırhına sığınmamış, yargının bağımsız ve tarafsızlığına olan inancını korumak istemiştir" denildi.
It has been alleged that the prosecution process chose to follow political orders rather than to let the court make its judgment.	Yargılama sürecinin, mahkemenin yargılama yapmak yerine siyasal emirleri uygulamayı tercih ettiği öne sürüldü.
In the letter it was argued that despite the Constitutional Court’s decisions on the arresting of MPs, finding that it was wrong, its issuing of an arrest warrant without any final judgment clearly shows that the court is under an external influence.	Yazıda, Anayasa Mahkemesi'nin milletvekillerinin tutuklanmalarını yanlış bulan kararlarına rağmen hüküm kesinleşmeden tutuklama kararı verilmiş olmasının, mahkemenin etki altında karar aldığının açık bir kanıtı olduğu savunuldu.
Michelle Carter sentenced for texts urging suicide of Conrad Roy	Michelle Carter, Conrad Roy'un intihar etmesini teşvik eden mesajlar nedeniyle cezaya çarptırıldı
A Massachusetts woman has been sentenced to two and a half years for encouraging her boyfriend to commit suicide through texts and phone calls.	Massachusetts'li bir kadın, erkek arkadaşını mesajlar ve telefon konuşmaları yoluyla intihar etmeye cesaretlendirdiği için iki buçuk yıla mahkum edildi.
Michelle Carter, now 20, will serve 15 months of her term behind bars and five years of probation.	Şu anda 20 yaşında olan Michelle Carter, cezasının 15 aylık bölümü parmaklıklar ardında ve beş yılını meşruten tahliye olarak çekecek.
Carter was convicted in June of the involuntary manslaughter of Conrad Roy, who took his own life on 13 July 2014.	Carter haziran ayında, 13 Temmuz 2014 tarihinde kendi canına kıyan Conrad Roy'un taksirle öldürülmesi suçundan hüküm giydi.
Mr Roy's father told Thursday's hearing: "My family is heartbroken.	Bay Roy'un babası perşembe günkü duruşmada şöyle konuştu: "Ailemin kalbi kırık.
My son was my best friend."	Oğlum benim en iyi arkadaşımdı."
Carter was allowed to remain free pending an appeal.	Carter'ın istinaf yolu açık olmak üzere serbest kalmasına izin verildi.
She had faced a maximum sentence of 20 years, but her legal team argued that both she and Mr Roy suffered from mental illness.	Azami 20 yıllık bir cezayla karşı karşıya kalsa da kendisinin hukuk takımı hem onun hem de Bay Roy'un akıl hastalığından muzdarip olduğunu savunmuştu.
Dressed in red trousers and a cream blouse, Carter stood tearfully with hands clasped and eyes cast down as she was sentenced.	Kırmızı pantolon ve krem rengi bir bluz giyen Carter, cezaya çarptırılırken yaşlı gözlerle, elleri kenetli ve gözleri yere bakar şekildeydi.
"Her actions killed Conrad Roy," the prosecutor told the court.	Savcı mahkemeye, "Onun eylemleri Conrad Roy'u öldürdü." dedi.
"She ended his life to better her own.	Kendisininkini iyileştirmek için onun hayatını sona erdirdi.
She has not accepted responsibility," she said.	Sorumluluğu kabul etmedi." dedi.
"She has shown no remorse."	"Hiç pişmanlık duyduğunu göstermedi."
But Carter's lawyer said it was a "horrible circumstance that she completely regrets."	Fakat Carter'ın avukatı, "kendisinin tümüyle pişman olduğu korkunç bir durumdu." dedi.
However, Judge Lawrence Moniz said he did not find that her "age or level of maturity or even her mental illness have any significant impact on her actions."	Ne var ki, Hakim Lawrence Moniz, onun "yaşının, olgunluk seviyesinin, hatta akıl hastalığının eylemlerine herhangi bir önemli etki yaptığını" görmediğini söyledi.
A prosecutor read a statement from Mr Roy's mother, Lynn Roy, saying there was "not one day I do not mourn the loss of my beloved son.	Bir savcı Bay Roy'un annesi Lynn Roy'un bir açıklamasını okudu: "bir gün yok ki sevgili oğlumun kaybı için yas tutmayayım.
I want him to be proud of me and how I am handling everything - I am trying to be there for his sisters in all of my pain we will carry with us for eternity," it said.	Benimle ve benim nasıl her şeyin üstesinden geldiğimle gurur duymasını istiyorum. Ben, sonsuza dek taşıyacağımız tüm acımla onun kız kardeşlerinin yanında olmaya çalışıyorum." diyordu.
Mr Roy's sister, Camdyn Roy, testified that she was "haunted" by the realisation that she would never attend her brother's wedding or be an aunt to his children.	Bay Roy'un kız kardeşi Camdyn Roy, erkek kardeşinin düğününe hiç katılamayacağı ya da onun çocuklarına hiç hala olamayacağı gerçekliğinin "aklından çıkmadığı" ifadesini verdi.
"Not having that one person I've been with every day since birth is a pain I'll always keep with me for the rest of my life," she said.	"Doğduğumdan beri her gün birlikte olduğun o insanın artık olmaması hayatımın geri kalanında her zaman benimle olacak bir acı." dedi.
The case appears to set a legal precedent, as there is no Massachusetts law that criminalises telling a person to commit suicide.	Bir kişiye intihar etmesini söylemeyi suç sayan bir Massachusetts yasası bulunmadığı için dava içtihat yaratacak gibi gözüküyor.
Carter was 17 when Mr Roy was found dead of carbon monoxide poisoning in a vehicle in 2014.	Bay Roy 2014 yılında bir araçta karbon monoksit zehirlenmesinden ölü olarak bulunduğunda Carter 17 yaşındaydı.
The case drew national attention after Carter's text messages revealed she had encouraged him to end his life.	Dava, Carter'ın kısa mesajlarının, onun kendi hayatını sonlandırmasını teşvik ettiğini ortaya çıkarınca ulusal ilgi çekmişti.
"Hang yourself, jump off a building, stab yourself I don't know there's a lot of ways," she said in several messages sent in the two weeks before his death while he was on holiday with his family.	O ailesiyle tatildeyken, kız onun ölümünden iki hafta önce gönderdiği birçok mesajında şöyle demişti: "Kendini as, bir binadan atla, kendini bıçakla, bilmiyorum bir sürü yol var."
In the moments before his suicide, she wrote: "You need to do it, Conrad" and "All you have to do is turn the generator on and you will be free and happy."	Onun intiharından önceki anlarda şöyle yazmıştı: "Bunu yapmalısın, Conrad" ve "Tek yapman gereken jeneratörü açmak ve özgür ve mutlu olacaksın."
Judge Moniz said Carter sought attention through Mr Roy's death, ordering that she not be allowed to profit from the case through any press.	Hakim Moniz, basın yoluyla bu davadan çıkar sağlamasına izin verilmemesi talimatını vererek, Carter'ın Bay Roy'un ölümü yoluyla ilgi çekmeyi istediğini söyledi.
The case has divided legal opinion.	Dava hukuksal görüşleri böldü.
Among the few to defend Carter was Amanda Knox, who was convicted of murdering her British roommate in Italy in 2007 before she was cleared two years ago.	Carter'ı savunan azınlık arasında iki yıl önce aklanmadan önce İtalya'daki Britanyalı oda arkadaşını 2007'de öldürmekten suçlu bulunan Amanda Knox vardı.
Ms Knox, 30, published an op-ed in the Los Angeles Times saying: "Michelle Carter deserves sympathy and help, not prison."	Bayan Knox (30), Los Angeles Times'ta aykırı görüşte şunları söyleyen bir yazı yayımladı: "Michelle Carter anlayış ve yardımı hakediyor, hapsi değil."
A striking growth estimate from Mehmet Simsek	Mehmet Şimşek'ten çarpıcı büyüme tahmini
In his statement, Simsek stated that inflation in Turkey should come down to single digits and that food inflation constituted a "risk area".	Şimşek, açıklamasında, Türkiye'de enflasyonun düşük tek haneli rakamlara inmesi gerektiğini belirtti ve gıda enflasyonunun "risk alanı" oluşturduğunu dile getirdi.
Deputy Prime Minister forecast that the inflation would sink beneath 7% during 2018.	Başbakan Yardımcısı, enflasyonun 2018'de yüzde 7'nin altına ineceğini öngörüyor.
In his speech, Simsek said	Şimşek konuşmasında şunları söyledi:
The coming twelve months will be critical for reducing uncertainties.	Belirsizliklerin azalmasında önümüzdeki 12 ay kritik.
The biggest incentive is the reducing of uncertainties.	En büyük teşvik belirsizliklerin azaltılmasıdır.
There is a strong government.	Güçlü bir hükümet var.
There is no political uncertainty.	Siyasi belirsizlik yok.
My hope is that the uncertainties in our immediate neighborhood will also decrease.	Ümit ederim yakın coğrafyamızdaki belirsizlikler de azalır.
By increasing our resistance to shocks with a couple of reforms, I believe we can fix Turkey to a growth rate of 5%.	Bir miktar reformla şoklara karşı direncimizi artırarak inanıyorum ki Türkiye'yi yüzde 5"üin üzerinde bir büyüme trendine oturturuz.
I spoke about this months ago.	Ben aylar önce söyledim.
The worst is over.	En kötüsü geride kaldı diye.
We should now slowly direct our energies not to those fields but to those reforms that will bring about comprehensive growth, increased employment...	Yavaş yavaş artık enerjimizi o alanlara değil, enerjimizi kapsayıcı büyümeye, istihdam artışını sağlayacak reformlara...
Therefore, the coming twelve months will be critical.	O nedenle önümüzdeki 12 ay kritik.
The reforms are on one side, the reduction in uncertainties on the other and, as it stands, we don’t have any political uncertainty.	Bir taraftan reform, bir taraftan belirsizliklerin azaldığı, zaten siyasi belirsizlik yok.
God Willing, if our luck permits, the difficulties in our immediate neighborhood will decrease.	İnşallah şansımız da yaver gider yakın coğrafyamızdaki sıkıntılar azalır.
Whether we wanted it or not, many of our classical markets have collapsed.	Biz istesek de istemesek de bir çok klasik pazarımız çökmüş durumda.
Such as Libya, Iraq.	Libya, Irak gibi.
We didn’t just lose a market, we are up against an immigration wave of over 3.5 million.	Sadece Pazar kaybetmiyoruz 3,5 milyonun üzerinde göç dalgasıyla karşı karşıyayız.
When we look over the last fifteen years, Turkey grew at a rate of 5.7% despite all of these shocks.	Son 15 yıla baktığımız zaman Türkiye tüm bu şoklara rağmen yüzde 5,7 büyümüş.
Turkey, that’s us, we have robust foundations, and we have problems.	Türkiye, yani biz temellerimiz sağlam sorunlarımız var.
Now, by increasing our resistance to shocks with a couple of reforms and quelling the questions in our investors’ minds, we can set Turkey, again, on a growth policy course of over 5%.	Şimdi bir miktar reformla şoklara karşı direncimizi artırarak bir miktar da yatırımcıların kafasındaki soru işaretlerini daha fazla gidererek Türkiye yeniden yüzde 5"in üzerinde büyüme politikasına oturturuz.
Frankly, we have a very generous pension system.	Açık söyleyeyim ben buradan, bu kadar cömert emeklilik sistemimiz var.
If I said that our pension companies do not strive enough, I believe that it would be reasonable.	Emeklilik şirketlerimizin yeterince çaba göstermediğini söylesem sanırım makul olur.
For one thing, the performance will be strong automatic enrollment.	Bir kere oto katılımda performans güçlü olacak.
Why?	Niye?
Because we have taken precautions.	Çünkü tedbir aldık.
The companies have to neither exert any efforts nor incur expenditures.	Firmalar gidip çaba harcayıp masraf yapma zorunda değiller.
We have completed some work, considered these worries and weak performances, and to which investment fields we will be allocating global assets and how.	Biz bu kaygıları gözeterek, performansın zayıf olmasını dikkate alarak, global varlıkları nasıl hangi yatırım alanlarına tahsis edeceğiz şeklinde çalılşma yaptık.
As you know, the deposit rates of return are high.	Mevduatta biliyorsunuz getiriler yüksek.
To begin with, there will be a performance increase, in addition to the 25% that the state is giving.	Bir kere net olarak devletin verdiği yüzde 25"e ek olarak orada bir performans olacak.
Further, the remainder goes to treasury bonds where the risk is generally low.	İlaveten geriye kalanı da hazine kağıtlarına, orada da risk düşüktür genelde.
When we look at the big picture, I think that interest in it will increase.	Büyük resime baktığımız zaman önümüzdeki dönemde ilginin artacağını düşünüyorum.
Because they will see the performances.	Çünkü performansı görecekler.
In other fields, there is success, not failure.	Diğer alanda bir başarısızlık değil, başarı var.
We restructured BES in 2013.	Biz 2013"te BES'i yeniden yapılandırdık.
There are 6.8 million participants and an accumulation of 70 billion Turkish Lira.	6,8 milyon katılımcı var, 70 milyar liralık bir birikim var.
You have to hand it to them, the system has been successful.	Hakkını verin sistem başarılı olmuş.
Under the automatic enrollment, there are 2.6 million participants and an accumulation of 775 billion Turkish Lira.	Otomatik katılımda da 2,6 milyon katılımcı var, 775 milyon lira da birikim var.
We want some more push from the companies.	Firmalardan bir miktar daha çaba istiyoruz.
They should place some advertisements, explain the system.	Biraz reklam yapsınlar, bu sistemi anlatsınlar.
We are working on the right to opt out.	Cayma süresinde çalışıyoruz.
If we can flex it a bit...	Belki onu biraz esnetirsek...
We will look into it, we are working on it.	Bakacağız, çalışıyoruz.
Maybe citizens will see the returns, see the accumulations and remain in the system.	Belki vatandaşlar getiriyi görür birikimi görür ve sistemde kalır.
A total of 38% have left the system.	Sistemden çıkanlar yüzde 38.
Almost half of those who left are now on voluntary private pension schemes.	Ayrılanların neredeyse yarısı gönüllü bireysel emekliliği olanlar.
Probable you would not want two private pension schemes.	İki tane bireysel emeklilik hesabını istemiyorsunuz.
What would you do?	Ne yapıyorsunuz?
You’d leave automatic enrollment.	Oto katılımdan çıkıyorsunuz.
In fact, we were expecting the opt out to be around 10%.	Biz doğrusu yüzde 10"lar civarında bir cayma bekliyorduk.
So, apparently we were very optimistic there.	Orada da demek ki çok iyimsermişiz.
For one thing, the system is functional.	Bir kere sistem çalışıyor.
We set a cap on the premiums.	Biz prime bir tavan getirdik.
Sometimes insurance companies explain things from one side only.	Sigorta şirketleri tek taraflı bazen açıklıyorlar.
They increased the premiums very quickly.	Primlerini çok hızlı artırdılar.
When we asked what was happening, they said that the judiciary’s decisions do not take into consideration the current regulations.	Ne oluyor diye sorduğumuzda, yargı kararları mevcut düzenlemeleri dikkate almıyor dediler.
We have issued new, clear regulations.	Biz yeni net düzenleme yaptık.
And you do your part, we said.	Siz de gereğini yapın dedik.
No, they said, we’ll wait for the judiciary’s decision.	Yok dediler, biz yargıyı bekleyelim.
And we said that it could not happen like that.	Biz de dedik ki bu böyle olmaz.
We have a difference of opinion here.	Buradaki fikir ayrılığımız var.
And, when we moved to implement a premium cap, some companies refrained from accepting it.	Tabi bu tavan prim uygulamasına geçince de bazı firmalar imtina ettiler.
We have issued new regulations.	Biz yeni bir düzenleme yaptık.
We created a pool of risky insured.	Riskli sigortalılar havuzu oluşturduk.
Let me tell you this and repeat it.	Şunu söyleyeyim, tekrar edeyim.
I would prefer this system to operate on the basis of competition.	Ben rekabet yoluyla bu sistemin çalışmasını tercih ederim.
That is to say, I do not find the price cap implementations correct: they were forced on us.	Yani bu tavan fiyat uygulamalarını ben doğru bulmuyorum, mecbur bıraktılar bizi.
I would have wanted to have a look at it in three dimensions.	Ben isterim ki üç boyutlu bakalım bu olaya.
The system we created should be taken into consideration.	Bizim yaptığımız sistem dikkate alınsın.
Secondly, let the system operate normally, that is, pricing on that different path.	İki, sistem normal işlesin, o patikada bir fiyatlama.
In addition to that, their load is heavy. Around 30–31 Turkish Lira of each 100 TL premium paid is going to taxes and to SGK deductions.	Ona ilaveten yükleri ağır, ödenen her 100 liralık primin neredeyse 30-31 lirası vergi SGK kesintilerine gidiyor.
I am also working at the moment, and we will talk with our Minister of the Economy.	Ben de çalışıyorum şu anda, maliye bakanımızla konuşacağız.
Thirdly, technology is developing very fast.	Üçüncü olarak, teknoloji hızla gelişiyor.
In time, traffic accidents will be vastly reduced, as a structural change.	Şimdi zamanla trafik kazaları da ciddi şekilde azalacak yapısal olarak.
But this is compulsory traffic insurance.	Ama bu zorunlu trafik sigortası.
SABAH’s headline saved her leg	SABAH"ın manşeti bacağını kurtardı
Appearing from puberty onwards, Buerger disease is seen in men, but it also frequently diagnosed in women.	Ergenlik çağından itibaren ortaya çıkan Buerger hastalığı eskiden erkeklerde görülen bir rahatsızlıktı ancak günümüzde artık kadınlarda da sık sık görülmeye başlandı.
One of these women is thirty-six year old Mehtap Dursun.	Bu kadınlardan biri de 36 yaşındaki Mehtap Dursun.
Two years ago her pains began, reaching chronic levels on the sole of her foot.	İki yıl önce başlayan ağrıları ayak tabanında kronikleşti.
Having difficulty walking, the young woman went from one hospital to another, facing the risk of loosing her leg.	Yürümekte zorlanan genç kadın bacağını kaybetme riskiyle karşı karşıya kalınca hastane hastane dolaştı.
