28-Year-Old Chef Found Dead at San Francisco Mall	28 gadus vecs pavārs atrasts miris Sanfrancisko lielveikalā
Also the head of Saeima faction of the National Alliance, Raivis Dzintars, acknowledged that the NA still supports Kolegova as the prospective head of the SRS.	Arī Nacionālās apvienības Saeimas frakcijas vadītājs Raivis Dzintars atzina, ka NA arvien atbalsta Koļegovu VID vadībā.
Spain's opportunity to reduce budget deficit compromised by failure to set up new government.	Spānijā budžeta deficīta samazināšanas iespējas apdraud nespēja izveidot valdību.
A month ago, on July 12, the European Commission (EC) published an assessment that Spain and Portugal have not managed to implement a sufficient amount of measures to reduce their budget deficit to 3% of gross domestic product (GDP) as per the eurozone rules.	Pirms mēneša 12. jūlijā Eiropas Komisija (EK) nāca klajā ar atzinumu, ka Spānija un Portugāle nav īstenojušas pietiekami apjomīgus pasākumus, lai budžeta deficīta līmeni samazinātu līdz eirozonas prasītajiem 3% no iekšzemes kopprodukta (IKP).
According to some calculations, despite the implemented austerity measures Portugal's budget deficit stood at 4.4% of GDP and at 5.1% in Spain at the end of last year.	Aprēķini liecina, ka par spīti īstenotajiem taupības pasākumiem Portugāles budžeta deficīts pagājušā gada beigās bija 4,4% no IKP, bet Spānijā - 5,1%.
The European Commission nevertheless decided not to impose economic sanctions on both countries and instead only defined fiscal goals for the nearest period.	Eiropas Komisija tomēr izlēma nepiemērot abām valstīm ekonomiskās sankcijas, vienlaicīgi gan nosakot fiskālos mērķus tuvākajam laikam.
One of the reasons why the EC did not impose sanctions on the two countries is the growing euroscepticism in many EU countries.	Viens no iemesliem, kāpēc EK tomēr neieviesa sankcijas pret abām minētajām valstīm, ir pieaugošais eiroskepticisms daudzās Eiropas Savienības valstīs.
Additional sanctions would only add to such negative moods.	Papildu sankcijas šādu negatīvu noskaņojumu tikai vairotu.
Nevertheless, the critics have pointed out that the EC has been inconsistent in its decisions, because it had agreed on uniform rules and then turned out unable to apply them.	Kritiķi gan norāda, ka EK savos lēmumos nav konsekventa, no sākuma vienojoties par vienotiem noteikumiem un pēc tam nespējot tos piemērot dzīvē.
For instance, Jens Weidmann, president of the German Bundesbank, has indicated that Europe starts losing its self-reliance by creating a public impression that European Union rules are merely recommendations.	Tā, piemēram, Vācijas Bundesbankas prezidents Jenss Veidmanns norādījis, ka Eiropa šādi zaudē uzticību sev, radot iedzīvotājos priekšstatu, ka Eiropas Savienības noteikumi ir rekomendējoši, nevis saistoši.
Now the EC has proposed, and all member states have approved, an extension of the term given for tidying up the budget issues by the end of the year for Portugal and by 2018 for Spain.	Tagad EK ierosinājusi un visas dalībvalstis ir apstiprinājušas pagarināt budžeta deficīta sakārtošanas termiņu līdz šī gada beigām Portugālei un līdz 2018. gadam Spānijai.
The European Commission promises to check on the progress in both countries, while at the same time indicating that Spain and Portugal must be ready to for additional austerity measures, should the situation call for it.	Eiropas Komisija sola tuvāko mēnešu laikā pārbaudīt abu valstu sasniegto progresu, vienlaicīgi norādot, ka gan Spānijai, gan Portugālei ir jābūt gatavām ieviest vēl papildus taupības pasākumus, ja to prasīs apstākļi.
Preliminary forecasts say that Portugal could manage achieving the stated goal within the given time-frame and its budget deficit might decrease to 2.5% of GDP already this year.	Sākotnējās prognozes liecina, ka Portugālei izvirzīto mērķi varētu izdoties sasniegt noteiktajā laikā un jau šogad budžeta deficīts varētu samazināties līdz 2,5% no iekšzemes kopprodukta.
It means that the country's government must go on with austerity measures related to the Stability Program in the amount of 0.25% of GDP.	Tas nozīmē, ka Stabilitātes programmas ietvaros šīs valsts valdībai šogad ir jāīsteno taupības pasākumi 0,25% apmērā no IKP.
These measures should be included in this year's budget and additional attention must be paid to the oversight of procurement of goods and services.	Šie pasākumi ir jāiekļauj šī gada budžetā, papildu uzmanību pievēršot preču un pakalpojumu iepirkumu izmaksu kontrolei.
In Spain's case, the situation is more complicated.	Spānijas gadījumā situācija ir daudz sarežģītāka.
Its budget deficit must be reduced down to 4.6% this year, to 3.1% next year and to 2.2% of GDP in 2018.	Šogad budžeta deficīts jāsamazina līdz 4,6%, nākamgad - līdz 3,1% un 2018. gadā - līdz 2,2% no IKP.
Additionally, during the next two years consolidation measures must be equal to 0.5% of GDP.	Turklāt turpmākajos divos gados konsolidācijas pasākumiem ik gadu jābūt 0,5% apmērā no IKP.
The goal is especially difficult to achieve due to the fact that Spanish political parties have failed to agree on forming a new government for eight consecutive months, and the likelihood that Spain might be forced to organize early Parliament election for the third time in one year has increased.	Īpaši sarežģītu šo mērķu sasniegšanu padara fakts, ka jau astoņus mēnešus Spānijas politiskajām partijām nav izdevies vienoties par valdības izveidi, un arvien lielāka kļūst iespēja, ka Spānijai var nākties jau trešo reizi gada laikā rīkot pirmstermiņa parlamenta vēlēšanas.
Public opinion surveys show that a third election would not essentially change the national political pattern.	Taču sabiedriskās domas aptaujas liecina, ka arī trešās vēlēšanas politisko ainu valstī būtiski nemainītu.
The People's Party, headed by the present Prime Minister Mariano Rajoy, is still the most popular one and it would again win up to 33% of votes in an election.	Populārākā partija joprojām ir pašreizējā premjerministra Mariano Rahoja vadītā tautas partija, kura vēlēšanās atkal iegūtu nepilnus 33% balsu.
Socialists are the only ones to have slightly increased their ratings while the popularity of parties speaking up against the austerity measures, such as Podemos ("Together we can") and Ciudadanos ("Citizens"), have decreased a little.	Savu popularitāti nedaudz ir vairojuši vienīgi sociālisti, kamēr pret taupības pasākumiem noskaņoto partiju "Podemos" jeb "Kopā mēs varam" un "Ciudadanos" jeb "Pilsoņi" popularitāte ir nedaudz mazinājusies.
The People's Party wants to involve socialists and Ciudadanos in the government already this month, otherwise it will not be able to approve and to submit to the European Commission the draft budget of 2017 by mid October.	Tautas partija vēlas panākt sociālistu un "Ciudadanos" iesaistīšanos valdībā vēl šajā mēnesī, pretējā gadījumā neizdosies līdz oktobra vidum pieņemt un iesniegt Eiropas Komisijai apstiprināšanai 2017. gada budžeta projektu.
The faction representative of the People's Party, Rafael Hernando, announced that Spain would become a laughingstock for the entire Europe if the country fails to set up the government and instead the third election takes place.	Kā paziņojis Tautas partijas parlamentārās frakcijas pārstāvis Rafaels Hernando, ja valdību izveidot neizdosies un parlamenta vēlēšanas tomēr tiks rīkotas arī trešo reizi, Spānija kļūs par visas Eiropas apsmieklu.
Cleanness of beaches around the Gulf of Riga is in critical condition.	Pludmaļu tīrība Rīgas jūras līcī ir kritiska.
After five years of inspecting beaches, activists have concluded that, unfortunately, the amount of rubbish gradually increases year by year and beach visitors themselves are to blame in the first place.	Piekto gadu apsekojot pludmales, aktīvisti secinājuši, ka diemžēl ik gadu pieaug atrasto atkritumu skaits, un šeit vainojami lielākoties peldvietu apmeklētāji.
The most polluted swimming areas are located in Riga.	Vispiesārņotākās peldvietas ir tieši Rīgā.
The Riga City Council explains that the beaches are being cleaned on a daily basis but it is rather difficult to reign in littering visitors.	Galvaspilsētas domē skaidro, ka peldvietas ik dienu tiekot sakoptas, bet cīnīties pret netīrīgajiem apmeklētājiem ir visai grūti.
Besides, garbage left on the ground can be washed into the water during heavy rain thus largely damaging its quality.	Turklāt sauszemē atstātie atkritumi lietusgāžu laikā var tikt ieskaloti ūdenī, tādējādi krietni pabojājot tā kvalitāti.
Except Liepaja's beach and several places in Kurzeme, cleanness of beaches elsewhere in Latvia is in a similar critical condition.	Izņemot Liepājas pludmali un atsevišķas vietas Kurzemē, pludmaļu tīrība citviet Latvijā ir kritiska.
This conclusion was spread by the volunteers of a campaign called "My Sea".	Šādu paziņojumu šonedēļ izplatījuši kampaņas "Mana jūra" brīvprātīgie.
The activists, after walking along the Riga Gulf for the fifth year already, have realized that the amount of garbage discarded by visitors per hundred meters has increased.	Piekto gadu kājām mērojot ceļu gar Rīgas jūras līci, aktīvisti secinājuši, ka iedzīvotāju atstāto atkritumu skaits ik uz simt metriem ir pieaudzis.
Unfortunately, this year the condition is evaluated as critical.	Diemžēl šogad tas kritiskuma vērtējums ir iestājies.
"We see that this is going to be a year when the amount of garbage might exceed 200 units per 100 meters," says a representative of the expedition "My Sea", Janis Ulme.	"Mēs redzam, ka šis būs gads, kad atkritumu skaits uz pludmales 100 metriem, iespējams, pat var pārsniegt 200 vienības", saka ekspedīcijas "Mana jūra" pārstāvis Jānis Ulme.
When the Latvian Radio called him, he was on the Tuja beach where the volunteers continue walking along the Riga Gulf coastline.	Latvijas Radio sazvanīts, viņš atradās Tūjas pludmalē, kur turpinās brīvprātīgo gājiens gar Rīgas jūras līci.
This year, even fluorescent light-bulbs were found among the household waste items and picnic remains littering the beach sand.	Šogad starp dažādiem sadzīves atkritumiem un pikniku paliekām aktīvistiem nācies vākt pat dienasgaismas spuldzes, kas atstātas mētājamies jūras smiltīs.
Ulme, who is a participant and organizer of the walk, tells that many people are to blame for the pollution.	Pārgājiena dalībnieks un organizators Ulme teic, piesārņojumā vainojami tieši iedzīvotāji.
"The main source of pollution is beach visitors, because more than a half of the total garbage amount is plastic items and various other rubbish: plastic bags in degradation stage and they cannot be identified anymore, as well as cigarette butts, bottles, caps, etc.," Ulme explained.	"Galvenais avots ir paši pludmales apmeklētāji, jo vairāk nekā puse no kopējā atkritumu skaita ir plastmasa, dažādi atkritumi, sākot ar maisiņiem, plastmasas gabaliem, kas jau ir noārdīšanās stadijā, viņus vairs nav iespējams identificēt, un izsmēķiem, pudelēm, korķiem", stāsta Ulme.
The swimming areas of Riga are also on the list of the dirtiest beaches.	Starp netīrākajām pludmalēm ir arī peldvietas Rīgā.
For example, in Daugavgriva we gathered almost 800 units per hundred meters on average and it is way more than acceptable.	Piemēram, Daugavgrīvā ik uz simt metriem vidēji savāktas gandrīz 800 atkritumu vienības, kas ir kritiski daudz.
The organizers of the campaign explained that almost on every step one can see cigarette butts and that warning or prohibition signs are not placed everywhere.	Kampaņas organizatori tāpat skaidro, ka teju ik uz soļa mētājoties arī izsmēķi un ne visur izvietotas brīdinājuma vai aizlieguma zīmes.
"The average numbers in all three swimming areas of Riga (Daugavgriva, Vakarbulli and Vecaki) are unfortunately huge and far from the desirable, or the goal to which Latvia ought to strive, in order to reduce the garbage to 135 units by 2020," the environmental activist concludes.	"Vidējie skaitļi par visām trim Rīgas peldvietām kopā - Daugavgrīvu, Vakarbuļļiem un Vecāķiem - diemžēl sanāk lieli un tālu pārsniedz vēlamo jeb mērķi, uz kuru it kā Latvija virzās, līdz 2020.gadam samazināt atkritumu vienību skaitu līdz 135 vienībām", secina vides aizstāvis.
The Riga swimming areas are cleaned on a daily basis and even two times per day in the hottest summer periods, City Council's representative Ugis Vidauskis explained.	Peldvietu tīrīšana Rīgā noritot ik dienu, vasaras karstākajās dienās pat divas reizes, skaidro domes pārstāvis Uģis Vidauskis.
It is, however, rather difficult to fight against untidy visitors.	Tomēr cīņa ar netīrīgajiem apmeklētājiem ir visai grūta.
Again, we face an issue of whether these persons are truly cultured.	Mēs atgriežamies pie šo cilvēku kultūras jautājuma.
"Those, who litter, drink alcohol, smoke and do all that's prohibited, will not even care about special signs," Vidauskis emphasizes.	"Uz tiem, kas piemēslo, lieto alkoholu, smēķē un dara visas tās lietas, ko nedrīkst, pat īpašas zīmes neiedarbojas", norāda Vidauskis.
Therefore Vidauskis calls on the visitors of bathing places to even report polluters to the police.	Tāpēc Vidauskis aicina peldvietu apmeklētājus ziņot par piesārņotājiem arī policijai.
One can call police and confidentially report these violations and that is the way we can collectively fight such problems.	Var saukt policiju, droši norādīt uz šiem pārkāpumiem un tādā veidā visiem cīnīties.
Perhaps one can set up new warning signs, but, as I already told, it is not likely to make radical changes.	Varbūt var uzlikt kādus jaunus brīdinājumus, bet, kā es teicu, diez vai tas kā radikāli mainīs situāciju.
"We all must address the authorities and must be intolerant towards such violators," he stresses.	"Tā kā visiem kopā vienkārši jāvēršas un jābūt neiecietīgiem pret šādiem pārkāpējiem", viņš uzsver.
Meanwhile water quality measurements have been performed by the State Health Inspectorate for the fourth time this summer, and the agency is entitled to impose prohibition on official bathing places.	Tikmēr ūdens kvalitātes mērījumus šovasar jau ceturto reizi veikusi Veselības inspekcija, kas var noteikt aizliegumu oficiālajām peldvietām.
This year, just like the previous years, water quality is good or satisfactory everywhere.	Šogad gan, tāpat kā citus gadus, ūdens kvalitāte it visur esot laba un apmierinoša.
Currently the water quality at all 56 swimming places remains good and there are no swimming restrictions.	Šobrīd situācija ir tāda, ka visās 56 peldvietās ūdens kvalitāte visu laiku ir bijusi laba un nav nekādu peldēšanās ierobežojumu.
"We will take the last samples of water at the end of August," Normunds Kadikis, senior specialist in environmental health issues of the Inspectorate, revealed.	"Vēl pēdējo reizi mēs analīzes paņemsim augusta beigās", pauž inspekcijas vecākais speciālists vides veselības jautājumos Normunds Kadiķis.
Dropped garbage can be washed into water during heavy rain.	Stipru lietusgāžu laikā uz sauszemes atstātie atkritumi var tikt ieskaloti ūdenī.
Consequently, it can affect water quality, the environmental expert points out.	Tas savukārt var ietekmēt tā kvalitāti, norāda vides speciālists.
Reshuffle among Russian elite continues: Putin's executive office appoints new chief of staff	Rotācijas Krievijas elitē turpinās - Putina administrācijā vadītāja maiņa.
Did he step down voluntarily?	Pats pameta amatu?
Vladimir Putin told Russian media that Sergey Ivanov wanted to leave his position but will remain as the President's special representative in nature preservation, environmental and transportation matters.	Vladimirs Putins paziņojis Krievijas medijiem, ka Sergejs Ivanovs pamest šo amatu vēlējies pats un turpmāk būs prezidenta īpašais pārstāvis dabas aizsardzības, ekoloģijas un transporta jautājumos.
When informing about the changes, Putin spoke approvingly of Ivanov in front of cameras: "Dear Sergey Borisovich, I have worked together with you for many years and we are doing it successfully."	Paziņojot par izmaiņām, Putins televīzijas kameru priekšā veltīja Ivanovam atzinīgus vārdus: "Cienījamais Sergej Borisovič, mēs ar jums daudzus gadus strādājam kopā un darām to veiksmīgi."
I am satisfied with the way you carry out your job.	Esmu apmierināts ar to, kā jūs pildāt jums uzticētos pienākumus.
I remember well our agreement to employ you in this position at the Presidential Executive Office for no more than four years.	Es labi atceros par mūsu vienošanos neizmantot jūs šajā prezidenta administrācijas vadītāja amatā vairāk nekā četrus gadus.
Therefore I understand your wish to change the things you work on.	Tādēļ es ar izpratni izturos pret jūsu vēlmi mainīt darbības lauku.
And I hope you will make the most of your skills and experience in the new position.	Un es ceru, ka arī jaunajā amatā jūs pilnvērtīgi izmantosiet savas zināšanas un pieredzi.
However, it has been pointed out that being in charge of the Presidential Executive Office is a very powerful position and that through it Ivanov has become one of the most influential persons in the entire country.	Tomēr tiek izcelts, ka prezidenta administrācijas vadīšana ir ļoti nozīmīgs amats un tas padarīja Ivanovu par vienu no ietekmīgākajiem cilvēkiem valstī.
In the context of the Russian State Duma elections approaching next month, there have been rumors that this change is related to a power struggle among the country's political elite.	Ņemot vērā, ka Krievijā nākammēnes gaidāmas Valsts domes vēlēšanas, izskanējušas baumas, ka šis solis saistīts ar cīņu par varu Krievijas politiskajā elitē.
Ivanov has even been mentioned as a prospective successor of Putin as the president, which casts doubt on the assertion that Ivanov would willingly become the President's representative in environmental and transport matters.	Ivanovs arī tika saukts par iespējamo Putina aizstājēju prezidenta amatā, tāpēc apgalvojums, ka viņš pats gribējis ieņemt prezidenta pārstāvja amatu dabas aizsardzības un transporta jautājumos, radījis šaubas.
According to information available to Lsm.lv, Ivanov is a Colonel General of the KGB and the Federal Security Service.	Kā liecina Lsm.lv arhīvs, Ivanovs ir VDK un Federālā drošības dienesta ģenerālpulkvedis.
Ivanov is a close and long-term ally of the Russian President Vladimir Putin.	Ivanovs ir bijis sens un tuvs Krievijas prezidenta Vladimira Putina sabiedrotais.
He started his career in secret services in 1975, where he met Putin.	Viņš savas gaitas specdienestos uzsāka 1975.gadā, kur iepazinās ar Putinu.
Later, when Putin became the head of the Federal Security Service, Ivanov was assigned as his deputy.	Vēlāk, Putinam kļūstot par Federālā drošības dienesta vadītāju, Ivanovs kļuva par viņa vietnieku.
At the end of the Russian President Boris Yeltsin's term in office, Ivanov was appointed as the Secretary of Russian Security Council.	Savukārt pirmā Krievijas prezidenta Borisa Jeļcina valdīšanas nogalē tika nozīmēts par Krievijas Drošības padomes sekretāru.
In year 2000, when Putin came to power, an "Information Security Doctrine" developed by Ivanov and actually reviving government-run censorship in Russia was made official.	2000.gadā pēc Putina nākšanas pie varas tika apstiprināta Ivanova izstrādātā "Informācijas drošības doktrīna", kas tostarp Krievijā paredzēja valsts cenzūras mehānismu atdzīvināšanu.
In 2001, Sergey Ivanov became the Minister for Defense of Russia and, in 2005, deputy of Prime Minister Mikhail Fradkov, also becoming responsible for the development of Russian defense industry's companies and arms export.	2001.gadā Sergejs Ivanovs kļuva par Krievijas aizsardzības ministru, bet jau 2005.gadā - par premjerministra Mihaila Fradkova vietnieku un bija atbildīgs par Krievijas aizsardzības nozares uzņēmumu attīstību un ieroču eksportu.
After leaving the current position, Ivanov will retain a job at Russia's National Security Council and work together with Vaino, the new head of the Presidential Executive Office.	Tagad, pēc prezidenta administrācijas vadītāja amata pamešanas, Ivanovs arī saglabās vietu Krievijas Nacionālajā drošības padomē, kur nu strādās arī jaunais prezidenta administrācijas vadītājs Vaino.
Vaino comes from a family of Soviet party elite.	Vaino nāk no ģimenes padomju partijas elitē.
Ivanov himself allegedly encouraged Vaino to pursue the leading position at the Presidential Executive Office.	Prezidenta administrācijas vadītāja amatu Vaino esot ieteicis pats Ivanovs.
Anton Eduardovich and I have known each other for a long time.	Mēs ar Antonu Eduardoviču jau sen esam pazīstami.
In fact, it goes back to the times when we worked under your leadership in government.	Vēl no tiem laikiem, kad jūsu vadībā strādājām valdībā.
For the last five years, we keep in touch with each other on an almost daily basis.	Un pēdējos gandrīz piecus gadus mēs sazināmies praktiski katru dienu.
"Therefore I am sure that in terms of all professional and individual characteristics he is ready for this job'', Ivanov said.	"Tādēļ esmu pārliecināts, ka pēc visām profesionālām un personīgām rakstura īpašībām viņš ir gatavs šim darbam", sacīja Ivanovs.
Vaino comes from a family that was part of the Soviet party elite.	Vaino nāk no ģimenes, kas piederēja pie padomju partijas elites.
His granddad Karl had high-ranking positions in the Communist Party of the Soviet Estonia, serving as its First Secretary for ten years up until 1988.	Viņa vectēvs Karls ieņēmis augstus amatus Igaunijas Komunistiskajā partijā, tostarp desmit gadu līdz pat 1988.gadam bija tās pirmais sekretārs.
The online media outlet Meduza, using a book "Estonian Self-determination and Independence" as it source, has reported that in late 1980s Karl Vaino had asked Moscow to authorize violent oppressive actions against participants of political rallies.	Interneta izdevums "Meduza" ar atsauci uz grāmatu "Igaunijas pašnoteikšanās un neatkarība" raksta, ka 80.gadu beigās Karls Vaino esot lūdzis Maskavu dot atļauju pielietot spēku pret demonstrāciju dalībniekiem.
Somehow the authorization wasn't granted and it wasn't long before he lost his position.	Tomēr viņš esot saņēmis atteikumu un drīzumā zaudējis amatu.
Shortly afterwards Vaino moved to Moscow.	Īsi pēc tam Vaino ir pārcēlies dzīvot uz Maskavu.
Anton Vaino graduated from the Moscow State Institute of International Relations and speaks Japanese.	Antons Vaino ir absolvējis Maskavas Starptautisko attiecību institūtu un pārvalda japāņu valodu.
However, he left the diplomatic career to work in the Presidential Protocol Administration.	Tomēr viņš ir aizgājis no diplomātiskā dienesta, lai strādātu Prezidenta protokola pārvaldē.
As reported, during recent weeks Russia has been rocked by dismissal of several high-ranking officials and even arrests, including the replacement of several district governors and federal representatives.	Jau vēstīts, ka pēdējās nedāļās Krieviju satricinājušas vairāku augsta ranga amatpersonu atstādināšana un pat aresti, tostarp nomainīti vairāku apgabalu gubernatori un federālie pārstāvji.
According to political scientists, Vladimir Putin is reorganizing the elite circles before the upcoming elections of 2018.	Kā norāda politologi, prezidents Vladimirs Putins pārkārto valdošo eliti pirms 2018.gadā gaidāmajām vēlēšanām.
Of note is that persons from military, security and law enforcement authorities are increasingly appointed to nationally leading positions.	Viena no galvenajām iezīmēm - arvien biežāk pie vadošajiem amatiem tiek spēka struktūru pārstāvji.
Judo fighter Nikiforenko loses in the first fight of the Olympics.	Arī džudo cīkstonis Ņikiforenko zaudē olimpisko spēļu pirmajā cīņā.
This was a fight in the first round, and the Latvian judo fighter has already concluded his participation in the Olympic Games with the 17th place.	Šī bija cīņa pirmajā kārtā, un Latvijas džudo cīkstonis savu dalību olimpiskajās spēlēs ir noslēdzis, finišējot 17. vietā.
His coach Olegs Baskins admitted to the Latvian Television that Nikiforenko had little hope and it was clear before the contest.	Treneris Oļegs Baskins Latvijas Televīzijai atzina, ka Ņikiforenko cerību bijis ļoti maz, un tas jau bijis skaidrs pirms sacensībām.
He also revealed that the athlete got a shoulder injury during the fight.	Viņš arī atklāja, ka džudo cīkstonis cīņā guvis pleca traumu.
It must be noted that, in order to get his Olympic opportunity, Nikiforenko had to fight in a different weight division than his usual, namely in the weight division of up to 100 kilograms.	Zīmīgi, ka, lai tiktu pie olimpiskās ceļazīmes, Ņikiforenko nācās startēt citā svara kategorijā, nekā pierasts - proti, svara kategorijā līdz 100 kilogramiem.
The Azerbaijani athlete was 25 kg heavier.	Azerbaidžānas cīkstonis bija par 25 kilogramiem smagāks.
As reported, in the weight division up to 100 kilograms, Jevgenijs Borodavko manged to hold out against Ryunosuke for two and a half minutes, until the opponent implemented a clear victory throw.	Jau vēstīts, ka Jevgeņijs Borodavko cīņā svara kategorijā līdz 100 kilogramiem pret Rjunosuki noturējās divarpus minūtes, līdz pretiniekam izdevās tīras uzvaras vērts metiens.
Therefore the judo contest in Rio is over for Latvia.	Līdz ar to Latvija džudo sacensības Rio ir noslēgusi.
Athletes' dreams crushed in Rio sand.	Sapņi pazūd Rio smiltīs.
Thursday saw the entrance of judo fighter Jevgenijs Borodavko.	Ceturtdienu ievadīja džudists Jevgeņijs Borodavko.
He indeed had a more prize-winning opponent, but the ambitious can sometimes surprise.	Jā, viņam pretī bija titulētāks pretinieks, taču ambiciozie reizēm spēj sagādāt pārsteigumu.
He did not, however.	Viņš nesagādāja.
A task for Arturs Nikiforenko was even more complicated, because he had less experience and a very respectable opponent.	Artūram Ņikiforenko uzdevums bija vēl sarežģītāks, jo pieredze mazāka un pretinieks arī respektabls.
The outcome was similar, even though he managed to remain on the mat for one and a half minute longer than Borodavko did.	Iznākums līdzīgs, kaut uz tatami viņš noturējās teju pusotru minūti ilgāk nekā Borodavko.
Unfortunately, the Latvian judo fighters mainly seem to lack ambition.	Diemžēl pēdējā laikā Latvijas džudistiem tieši ambīciju trūkst visvairāk.
Since Gunars Kirsons and his financial supporter Vladimirs Sestakovs stepped aside from the management and Aleksandrs Jackevics left Latvia, the Golden Score event is not organized anymore, and thus the development of judo is slowly deteriorating.	Kopš no federācijas vadības malā pagāja Gunārs Ķirsons un viņa finansiālā stute Vladimirs Šestakovs, no Latvijas aizbrauca Aleksandrs Jackevičs, vairs nenotiek "Golden Score", - džudo attīstība rit pa lejupslīdošu līkni.
No successors are seen for Jackevics, who consults judo fighters from Kazakhstan, and for Vsevolods Zelonijs.	Jackevičam, kas šeit konsultē Kazahstānas džudistus, un Vsevoldam Zeļonijam mantiniekus neredz.
But if one does not help the athletes grow, the outcome will be poor.	Bet, ja neaudzinās, arī nebūs.
And it is the federation's prerogative.	Un tā ir federācijas prerogatīva.
Therefore the Judo Federation's president's promise to win medals in Rio came as if from another galaxy in the Morning Panorama news.	Tāpēc kā no citas galaktikas "Rīta panorāmā" skanēja Latvijas Džudo federācijas prezidenta solījums Rio izcīnīt medaļas.
Dreams are far from reality.	Lidojums tālu no realitātes.
In the evening we were impatiently and anxiously looking forward to the beach volleyball match of Samoilovs/Smedins against Evandro/Pedro Solberg.	Vakarā ar nepacietību un bažām gaidījām pludmales volejbola maču Samoilovs/Šmēdiņš - Evandru/Pedru Solbergs.
The intrigue was just like in a "death" group, because the Olympics is over for those who lose.	Intriga kā jau "nāves" grupā - zaudētājiem spēles beigušās.
The Latvian team had a small reserve: they could lose but by not more than 4 points in two sets.	Latvijas duetam gan bija neliela atkāpe - varēja arī zaudēt, bet ne vairāk kā ar četriem punktiem divos setos.
A protracted previous game just added to their stress.	Saspringumu vēl pieaudzēja ieilgusī iepriekšējā spēle.
Nobody wanted to "die" - this feeling could be sensed over the windy court for the entire match.	Neviens negribēja mirt - šī sajūta virs vējainā korta virmoja visa mača garumā.
The gusty wind created additional complexity for the players.	Spēlētājiem brāzmainais vējš radīja papildu sarežģījumus.
In the beginning it seemed that our players, being more versatile, would benefit from it.	Sākumā likās, ka tas varētu būt mūsējo - kas ir vispusīgāki - sabiedrotais.
But they did not.	Bet nekļuva.
Thus it was rather easy to defeat the Latvian pair.	Pret Latvijas duetu spēlēt šeit bija gana vienkārši.
Just serve toward Samoilovs and wait for him to break.	Servē tik uz Samoilovu un gaidi, kad viņš plīsīs.
He started to break in the game against Canada but broke against Cuba at the end of the 1st set and the beginning of 3rd set, because it was a huge physical challenge.	Pret Kanādu ieplīsa, pret Kubu saplīsa pirmā seta beigās un trešā sākumā, jo slodze bija ne pa jokam.
Smedins could go fishing meanwhile, because he had little to do, but when he did, he did it very well.	Šmēdiņš tajā laikā varēja makšķerēt, jo darba bija maz, bet, kad bija, paveica to godam.
Samoilovs and Smedins could win against the Brazilians in two sets, because they took a lead in the first one with 16-15, but remained at 16 points thus exhausting the limit of lost points.	Brazīliešus Samoilovs ar Šmēdiņu varēja uzvarēt divos setos, jo pirmajā pārņēma vadību ar 16:15, tomēr uz 16 arī palika, izsmeļot arī zaudēto punktu limitu.
They could also lose with 0-2, because in the 2nd set they had a deficit of -4, however they managed to win, also thanks to the wind.	Bet varēja zaudēt arī ar 0:2, jo otrajā setā deficīts bija -4, tomēr, arī pateicoties vējam, izdevās gūt uzvaru.
The 3rd set went under Evandro's serves.	Trešais jau aizritēja Evandru servju zīmē.
One could observe a chain pattern: unconvincing return of a serve, the second pass sometimes flies too close to the net and Samoilovs having few options for an efficient attack.	Veidojās ķēdīte - nepārliecinoši uzņemta serve, otrā piespēle nereti lido pārāk tuvu tīklam un Samoilovam palika pavisam maz variantu rezultatīvam uzbrukumam.
If an unseen Samoilovs was in the court during the game against Cubans, now he returned to playing more efficiently and it would be incorrect to blame only Aleksandrs for the loss.	Ja pret kubiešiem laukumā bija kāds svešs Samoilovs, tad šoreiz viņš darbojās sekmīgāk, un tikai uz Sašu novelt zaudējumu būtu neprofesionāli.
Also Kreilis made a mistake and it was symbolic that he was the one to send the last ball into the block.	Arī Kreilis kļūdījās, un gana simboliski, ka pēdējo bumbu blokā trieca tieši viņš.
The loss was by the team.	Zaudē komanda.
This time luck had also turned away: in the third set alone, two attacks by Evandro almost went outside the court, but the ball did hit the line.	Šoreiz noteikti pietrūka arī veiksmes - trešajā setā vien divi Evandru uzbrukumi gandrīz lidoja ārā no korta, taču bumba tomēr skāra līniju.
Two aces landed next to the line.	Divi eisi bija blakus līnijai.
In this contestable situation, a video playback gave the victory to the opponents.	Arī strīdīgo epizodi video lēma par labu pretiniekiem.
If Evandro was struggling with serves in the first two games, he became very efficient in the game against our players.	Ja pirmajās divās spēlēs Evandru mocījās ar servēm, tad pret mūsējiem tās bija ļoti produktīvas.
Eventually it resulted in a loss, shown on the scoreboard.	Viss kopā summējās zaudējumā uz tablo.
The causes of this failure could now be analyzed with some detachment.	Tagad mierīgi jāizanalizē neveiksmes cēloņi.
Perhaps they should have, as many did, stayed near the stadium and not with the rest of the delegation in the Olympic Village.	Varbūt vajadzēja kā daudziem dzīvot blakus stadionam, nevis kopā ar delegāciju olimpiskajā ciematā.
Two and a half hours were lost commuting.	Ceļā pagāja divarpus stundas.
Perhaps some confidence was given to them by a series of seven semifinals.	Varbūt nedaudz pašpārliecinātību iedeva septiņu pusfinālu sērija.
Or perhaps, they should not have played in Klagenfurt and instead arrive here earlier and adapt to the situation.	Varbūt Klāgenfurtē nevajadzēja spēlēt, bet ātrāk ierasties šeit un labāk aklimatizēties.
